composition,adults,children,monthly_income,payment,benefit,hourly_wage
"2 adults, 1 child",2,1,3340,650,NC Pre-K,19.2
"2 adults, 2 children",2,2,3340,650,NC Pre-K,19.2
"2 adults, 3 children",2,3,3340,650,NC Pre-K,19.2
1 adult,1,0,3350,0,NC Pre-K,19.25
"1 adult, 1 child",1,1,3350,0,NC Pre-K,19.25
"1 adult, 2 children",1,2,3350,650,NC Pre-K,19.25
"1 adult, 3 children",1,3,3350,650,NC Pre-K,19.25
2 adults,2,0,3350,0,NC Pre-K,19.25
"2 adults, 1 child",2,1,3350,650,NC Pre-K,19.25
"2 adults, 2 children",2,2,3350,650,NC Pre-K,19.25
"2 adults, 3 children",2,3,3350,650,NC Pre-K,19.25
1 adult,1,0,3360,0,NC Pre-K,19.31
"1 adult, 1 child",1,1,3360,0,NC Pre-K,19.31
"1 adult, 2 children",1,2,3360,650,NC Pre-K,19.31
"1 adult, 3 children",1,3,3360,650,NC Pre-K,19.31
2 adults,2,0,3360,0,NC Pre-K,19.31
"2 adults, 1 child",2,1,3360,650,NC Pre-K,19.31
"2 adults, 2 children",2,2,3360,650,NC Pre-K,19.31
"2 adults, 3 children",2,3,3360,650,NC Pre-K,19.31
1 adult,1,0,3370,0,NC Pre-K,19.37
"1 adult, 1 child",1,1,3370,0,NC Pre-K,19.37
"1 adult, 2 children",1,2,3370,650,NC Pre-K,19.37
"1 adult, 3 children",1,3,3370,650,NC Pre-K,19.37
2 adults,2,0,3370,0,NC Pre-K,19.37
"2 adults, 1 child",2,1,3370,650,NC Pre-K,19.37
"2 adults, 2 children",2,2,3370,650,NC Pre-K,19.37
"2 adults, 3 children",2,3,3370,650,NC Pre-K,19.37
1 adult,1,0,3380,0,NC Pre-K,19.43
"1 adult, 1 child",1,1,3380,0,NC Pre-K,19.43
"1 adult, 2 children",1,2,3380,650,NC Pre-K,19.43
"1 adult, 3 children",1,3,3380,650,NC Pre-K,19.43
2 adults,2,0,3380,0,NC Pre-K,19.43
"2 adults, 1 child",2,1,3380,650,NC Pre-K,19.43
"2 adults, 2 children",2,2,3380,650,NC Pre-K,19.43
"2 adults, 3 children",2,3,3380,650,NC Pre-K,19.43
1 adult,1,0,3390,0,NC Pre-K,19.48
"1 adult, 1 child",1,1,3390,0,NC Pre-K,19.48
"1 adult, 2 children",1,2,3390,650,NC Pre-K,19.48
"1 adult, 3 children",1,3,3390,650,NC Pre-K,19.48
2 adults,2,0,3390,0,NC Pre-K,19.48
"2 adults, 1 child",2,1,3390,650,NC Pre-K,19.48
"2 adults, 2 children",2,2,3390,650,NC Pre-K,19.48
"2 adults, 3 children",2,3,3390,650,NC Pre-K,19.48
1 adult,1,0,3400,0,NC Pre-K,19.54
"1 adult, 1 child",1,1,3400,0,NC Pre-K,19.54
"1 adult, 2 children",1,2,3400,650,NC Pre-K,19.54
"1 adult, 3 children",1,3,3400,650,NC Pre-K,19.54
2 adults,2,0,3400,0,NC Pre-K,19.54
"2 adults, 1 child",2,1,3400,650,NC Pre-K,19.54
"2 adults, 2 children",2,2,3400,650,NC Pre-K,19.54
"2 adults, 3 children",2,3,3400,650,NC Pre-K,19.54
1 adult,1,0,3410,0,NC Pre-K,19.6
"1 adult, 1 child",1,1,3410,0,NC Pre-K,19.6
"1 adult, 2 children",1,2,3410,650,NC Pre-K,19.6
"1 adult, 3 children",1,3,3410,650,NC Pre-K,19.6
2 adults,2,0,3410,0,NC Pre-K,19.6
"2 adults, 1 child",2,1,3410,650,NC Pre-K,19.6
"2 adults, 2 children",2,2,3410,650,NC Pre-K,19.6
"2 adults, 3 children",2,3,3410,650,NC Pre-K,19.6
1 adult,1,0,3420,0,NC Pre-K,19.66
"1 adult, 1 child",1,1,3420,0,NC Pre-K,19.66
"1 adult, 2 children",1,2,3420,650,NC Pre-K,19.66
"1 adult, 3 children",1,3,3420,650,NC Pre-K,19.66
2 adults,2,0,3420,0,NC Pre-K,19.66
"2 adults, 1 child",2,1,3420,650,NC Pre-K,19.66
"2 adults, 2 children",2,2,3420,650,NC Pre-K,19.66
"2 adults, 3 children",2,3,3420,650,NC Pre-K,19.66
1 adult,1,0,3430,0,NC Pre-K,19.71
"1 adult, 1 child",1,1,3430,0,NC Pre-K,19.71
"1 adult, 2 children",1,2,3430,650,NC Pre-K,19.71
"1 adult, 3 children",1,3,3430,650,NC Pre-K,19.71
2 adults,2,0,3430,0,NC Pre-K,19.71
"2 adults, 1 child",2,1,3430,650,NC Pre-K,19.71
"2 adults, 2 children",2,2,3430,650,NC Pre-K,19.71
"2 adults, 3 children",2,3,3430,650,NC Pre-K,19.71
1 adult,1,0,3440,0,NC Pre-K,19.77
"1 adult, 1 child",1,1,3440,0,NC Pre-K,19.77
"1 adult, 2 children",1,2,3440,650,NC Pre-K,19.77
"1 adult, 3 children",1,3,3440,650,NC Pre-K,19.77
2 adults,2,0,3440,0,NC Pre-K,19.77
"2 adults, 1 child",2,1,3440,650,NC Pre-K,19.77
"2 adults, 2 children",2,2,3440,650,NC Pre-K,19.77
"2 adults, 3 children",2,3,3440,650,NC Pre-K,19.77
1 adult,1,0,3450,0,NC Pre-K,19.83
"1 adult, 1 child",1,1,3450,0,NC Pre-K,19.83
"1 adult, 2 children",1,2,3450,650,NC Pre-K,19.83
"1 adult, 3 children",1,3,3450,650,NC Pre-K,19.83
2 adults,2,0,3450,0,NC Pre-K,19.83
"2 adults, 1 child",2,1,3450,650,NC Pre-K,19.83
"2 adults, 2 children",2,2,3450,650,NC Pre-K,19.83
"2 adults, 3 children",2,3,3450,650,NC Pre-K,19.83
1 adult,1,0,3460,0,NC Pre-K,19.89
"1 adult, 1 child",1,1,3460,0,NC Pre-K,19.89
"1 adult, 2 children",1,2,3460,650,NC Pre-K,19.89
"1 adult, 3 children",1,3,3460,650,NC Pre-K,19.89
2 adults,2,0,3460,0,NC Pre-K,19.89
"2 adults, 1 child",2,1,3460,650,NC Pre-K,19.89
"2 adults, 2 children",2,2,3460,650,NC Pre-K,19.89
"2 adults, 3 children",2,3,3460,650,NC Pre-K,19.89
1 adult,1,0,3470,0,NC Pre-K,19.94
"1 adult, 1 child",1,1,3470,0,NC Pre-K,19.94
"1 adult, 2 children",1,2,3470,650,NC Pre-K,19.94
"1 adult, 3 children",1,3,3470,650,NC Pre-K,19.94
2 adults,2,0,3470,0,NC Pre-K,19.94
"2 adults, 1 child",2,1,3470,650,NC Pre-K,19.94
"2 adults, 2 children",2,2,3470,650,NC Pre-K,19.94
"2 adults, 3 children",2,3,3470,650,NC Pre-K,19.94
1 adult,1,0,3480,0,NC Pre-K,20
"1 adult, 1 child",1,1,3480,0,NC Pre-K,20
"1 adult, 2 children",1,2,3480,650,NC Pre-K,20
"1 adult, 3 children",1,3,3480,650,NC Pre-K,20
2 adults,2,0,3480,0,NC Pre-K,20
"2 adults, 1 child",2,1,3480,650,NC Pre-K,20
"2 adults, 2 children",2,2,3480,650,NC Pre-K,20
"2 adults, 3 children",2,3,3480,650,NC Pre-K,20
1 adult,1,0,3490,0,NC Pre-K,20.06
"1 adult, 1 child",1,1,3490,0,NC Pre-K,20.06
"1 adult, 2 children",1,2,3490,650,NC Pre-K,20.06
"1 adult, 3 children",1,3,3490,650,NC Pre-K,20.06
2 adults,2,0,3490,0,NC Pre-K,20.06
"2 adults, 1 child",2,1,3490,650,NC Pre-K,20.06
"2 adults, 2 children",2,2,3490,650,NC Pre-K,20.06
"2 adults, 3 children",2,3,3490,650,NC Pre-K,20.06
1 adult,1,0,3500,0,NC Pre-K,20.11
"1 adult, 1 child",1,1,3500,0,NC Pre-K,20.11
"1 adult, 2 children",1,2,3500,650,NC Pre-K,20.11
"1 adult, 3 children",1,3,3500,650,NC Pre-K,20.11
2 adults,2,0,3500,0,NC Pre-K,20.11
"2 adults, 1 child",2,1,3500,650,NC Pre-K,20.11
"2 adults, 2 children",2,2,3500,650,NC Pre-K,20.11
"2 adults, 3 children",2,3,3500,650,NC Pre-K,20.11
1 adult,1,0,3510,0,NC Pre-K,20.17
"1 adult, 1 child",1,1,3510,0,NC Pre-K,20.17
"1 adult, 2 children",1,2,3510,650,NC Pre-K,20.17
"1 adult, 3 children",1,3,3510,650,NC Pre-K,20.17
2 adults,2,0,3510,0,NC Pre-K,20.17
"2 adults, 1 child",2,1,3510,650,NC Pre-K,20.17
"2 adults, 2 children",2,2,3510,650,NC Pre-K,20.17
"2 adults, 3 children",2,3,3510,650,NC Pre-K,20.17
1 adult,1,0,3520,0,NC Pre-K,20.23
"1 adult, 1 child",1,1,3520,0,NC Pre-K,20.23
"1 adult, 2 children",1,2,3520,650,NC Pre-K,20.23
"1 adult, 3 children",1,3,3520,650,NC Pre-K,20.23
2 adults,2,0,3520,0,NC Pre-K,20.23
"2 adults, 1 child",2,1,3520,650,NC Pre-K,20.23
"2 adults, 2 children",2,2,3520,650,NC Pre-K,20.23
"2 adults, 3 children",2,3,3520,650,NC Pre-K,20.23
1 adult,1,0,3530,0,NC Pre-K,20.29
"1 adult, 1 child",1,1,3530,0,NC Pre-K,20.29
"1 adult, 2 children",1,2,3530,650,NC Pre-K,20.29
"1 adult, 3 children",1,3,3530,650,NC Pre-K,20.29
2 adults,2,0,3530,0,NC Pre-K,20.29
"2 adults, 1 child",2,1,3530,650,NC Pre-K,20.29
"2 adults, 2 children",2,2,3530,650,NC Pre-K,20.29
"2 adults, 3 children",2,3,3530,650,NC Pre-K,20.29
1 adult,1,0,3540,0,NC Pre-K,20.34
"1 adult, 1 child",1,1,3540,0,NC Pre-K,20.34
"1 adult, 2 children",1,2,3540,650,NC Pre-K,20.34
"1 adult, 3 children",1,3,3540,650,NC Pre-K,20.34
2 adults,2,0,3540,0,NC Pre-K,20.34
"2 adults, 1 child",2,1,3540,650,NC Pre-K,20.34
"2 adults, 2 children",2,2,3540,650,NC Pre-K,20.34
"2 adults, 3 children",2,3,3540,650,NC Pre-K,20.34
1 adult,1,0,3550,0,NC Pre-K,20.4
"1 adult, 1 child",1,1,3550,0,NC Pre-K,20.4
"1 adult, 2 children",1,2,3550,650,NC Pre-K,20.4
"1 adult, 3 children",1,3,3550,650,NC Pre-K,20.4
2 adults,2,0,3550,0,NC Pre-K,20.4
"2 adults, 1 child",2,1,3550,650,NC Pre-K,20.4
"2 adults, 2 children",2,2,3550,650,NC Pre-K,20.4
"2 adults, 3 children",2,3,3550,650,NC Pre-K,20.4
1 adult,1,0,3560,0,NC Pre-K,20.46
"1 adult, 1 child",1,1,3560,0,NC Pre-K,20.46
"1 adult, 2 children",1,2,3560,650,NC Pre-K,20.46
"1 adult, 3 children",1,3,3560,650,NC Pre-K,20.46
2 adults,2,0,3560,0,NC Pre-K,20.46
"2 adults, 1 child",2,1,3560,650,NC Pre-K,20.46
"2 adults, 2 children",2,2,3560,650,NC Pre-K,20.46
"2 adults, 3 children",2,3,3560,650,NC Pre-K,20.46
1 adult,1,0,3570,0,NC Pre-K,20.52
"1 adult, 1 child",1,1,3570,0,NC Pre-K,20.52
"1 adult, 2 children",1,2,3570,650,NC Pre-K,20.52
"1 adult, 3 children",1,3,3570,650,NC Pre-K,20.52
2 adults,2,0,3570,0,NC Pre-K,20.52
"2 adults, 1 child",2,1,3570,650,NC Pre-K,20.52
"2 adults, 2 children",2,2,3570,650,NC Pre-K,20.52
"2 adults, 3 children",2,3,3570,650,NC Pre-K,20.52
1 adult,1,0,3580,0,NC Pre-K,20.57
"1 adult, 1 child",1,1,3580,0,NC Pre-K,20.57
"1 adult, 2 children",1,2,3580,650,NC Pre-K,20.57
"1 adult, 3 children",1,3,3580,650,NC Pre-K,20.57
2 adults,2,0,3580,0,NC Pre-K,20.57
"2 adults, 1 child",2,1,3580,650,NC Pre-K,20.57
"2 adults, 2 children",2,2,3580,650,NC Pre-K,20.57
"2 adults, 3 children",2,3,3580,650,NC Pre-K,20.57
1 adult,1,0,3590,0,NC Pre-K,20.63
"1 adult, 1 child",1,1,3590,0,NC Pre-K,20.63
"1 adult, 2 children",1,2,3590,650,NC Pre-K,20.63
"1 adult, 3 children",1,3,3590,650,NC Pre-K,20.63
2 adults,2,0,3590,0,NC Pre-K,20.63
"2 adults, 1 child",2,1,3590,650,NC Pre-K,20.63
"2 adults, 2 children",2,2,3590,650,NC Pre-K,20.63
"2 adults, 3 children",2,3,3590,650,NC Pre-K,20.63
1 adult,1,0,3600,0,NC Pre-K,20.69
"1 adult, 1 child",1,1,3600,0,NC Pre-K,20.69
"1 adult, 2 children",1,2,3600,650,NC Pre-K,20.69
"1 adult, 3 children",1,3,3600,650,NC Pre-K,20.69
2 adults,2,0,3600,0,NC Pre-K,20.69
"2 adults, 1 child",2,1,3600,650,NC Pre-K,20.69
"2 adults, 2 children",2,2,3600,650,NC Pre-K,20.69
"2 adults, 3 children",2,3,3600,650,NC Pre-K,20.69
1 adult,1,0,3610,0,NC Pre-K,20.75
"1 adult, 1 child",1,1,3610,0,NC Pre-K,20.75
"1 adult, 2 children",1,2,3610,650,NC Pre-K,20.75
"1 adult, 3 children",1,3,3610,650,NC Pre-K,20.75
2 adults,2,0,3610,0,NC Pre-K,20.75
"2 adults, 1 child",2,1,3610,650,NC Pre-K,20.75
"2 adults, 2 children",2,2,3610,650,NC Pre-K,20.75
"2 adults, 3 children",2,3,3610,650,NC Pre-K,20.75
1 adult,1,0,3620,0,NC Pre-K,20.8
"1 adult, 1 child",1,1,3620,0,NC Pre-K,20.8
"1 adult, 2 children",1,2,3620,650,NC Pre-K,20.8
"1 adult, 3 children",1,3,3620,650,NC Pre-K,20.8
2 adults,2,0,3620,0,NC Pre-K,20.8
"2 adults, 1 child",2,1,3620,650,NC Pre-K,20.8
"2 adults, 2 children",2,2,3620,650,NC Pre-K,20.8
"2 adults, 3 children",2,3,3620,650,NC Pre-K,20.8
1 adult,1,0,3630,0,NC Pre-K,20.86
"1 adult, 1 child",1,1,3630,0,NC Pre-K,20.86
"1 adult, 2 children",1,2,3630,650,NC Pre-K,20.86
"1 adult, 3 children",1,3,3630,650,NC Pre-K,20.86
2 adults,2,0,3630,0,NC Pre-K,20.86
"2 adults, 1 child",2,1,3630,650,NC Pre-K,20.86
"2 adults, 2 children",2,2,3630,650,NC Pre-K,20.86
"2 adults, 3 children",2,3,3630,650,NC Pre-K,20.86
1 adult,1,0,3640,0,NC Pre-K,20.92
"1 adult, 1 child",1,1,3640,0,NC Pre-K,20.92
"1 adult, 2 children",1,2,3640,650,NC Pre-K,20.92
"1 adult, 3 children",1,3,3640,650,NC Pre-K,20.92
2 adults,2,0,3640,0,NC Pre-K,20.92
"2 adults, 1 child",2,1,3640,650,NC Pre-K,20.92
"2 adults, 2 children",2,2,3640,650,NC Pre-K,20.92
"2 adults, 3 children",2,3,3640,650,NC Pre-K,20.92
1 adult,1,0,3650,0,NC Pre-K,20.98
"1 adult, 1 child",1,1,3650,0,NC Pre-K,20.98
"1 adult, 2 children",1,2,3650,650,NC Pre-K,20.98
"1 adult, 3 children",1,3,3650,650,NC Pre-K,20.98
2 adults,2,0,3650,0,NC Pre-K,20.98
"2 adults, 1 child",2,1,3650,650,NC Pre-K,20.98
"2 adults, 2 children",2,2,3650,650,NC Pre-K,20.98
"2 adults, 3 children",2,3,3650,650,NC Pre-K,20.98
1 adult,1,0,3660,0,NC Pre-K,21.03
"1 adult, 1 child",1,1,3660,0,NC Pre-K,21.03
"1 adult, 2 children",1,2,3660,650,NC Pre-K,21.03
"1 adult, 3 children",1,3,3660,650,NC Pre-K,21.03
2 adults,2,0,3660,0,NC Pre-K,21.03
"2 adults, 1 child",2,1,3660,650,NC Pre-K,21.03
"2 adults, 2 children",2,2,3660,650,NC Pre-K,21.03
"2 adults, 3 children",2,3,3660,650,NC Pre-K,21.03
1 adult,1,0,3670,0,NC Pre-K,21.09
"1 adult, 1 child",1,1,3670,0,NC Pre-K,21.09
"1 adult, 2 children",1,2,3670,650,NC Pre-K,21.09
"1 adult, 3 children",1,3,3670,650,NC Pre-K,21.09
2 adults,2,0,3670,0,NC Pre-K,21.09
"2 adults, 1 child",2,1,3670,650,NC Pre-K,21.09
"2 adults, 2 children",2,2,3670,650,NC Pre-K,21.09
"2 adults, 3 children",2,3,3670,650,NC Pre-K,21.09
1 adult,1,0,3680,0,NC Pre-K,21.15
"1 adult, 1 child",1,1,3680,0,NC Pre-K,21.15
"1 adult, 2 children",1,2,3680,0,NC Pre-K,21.15
"1 adult, 3 children",1,3,3680,650,NC Pre-K,21.15
2 adults,2,0,3680,0,NC Pre-K,21.15
"2 adults, 1 child",2,1,3680,0,NC Pre-K,21.15
"2 adults, 2 children",2,2,3680,650,NC Pre-K,21.15
"2 adults, 3 children",2,3,3680,650,NC Pre-K,21.15
1 adult,1,0,3690,0,NC Pre-K,21.21
"1 adult, 1 child",1,1,3690,0,NC Pre-K,21.21
"1 adult, 2 children",1,2,3690,0,NC Pre-K,21.21
"1 adult, 3 children",1,3,3690,650,NC Pre-K,21.21
2 adults,2,0,3690,0,NC Pre-K,21.21
"2 adults, 1 child",2,1,3690,0,NC Pre-K,21.21
"2 adults, 2 children",2,2,3690,650,NC Pre-K,21.21
"2 adults, 3 children",2,3,3690,650,NC Pre-K,21.21
1 adult,1,0,3700,0,NC Pre-K,21.26
"1 adult, 1 child",1,1,3700,0,NC Pre-K,21.26
"1 adult, 2 children",1,2,3700,0,NC Pre-K,21.26
"1 adult, 3 children",1,3,3700,650,NC Pre-K,21.26
2 adults,2,0,3700,0,NC Pre-K,21.26
"2 adults, 1 child",2,1,3700,0,NC Pre-K,21.26
"2 adults, 2 children",2,2,3700,650,NC Pre-K,21.26
"2 adults, 3 children",2,3,3700,650,NC Pre-K,21.26
1 adult,1,0,3710,0,NC Pre-K,21.32
"1 adult, 1 child",1,1,3710,0,NC Pre-K,21.32
"1 adult, 2 children",1,2,3710,0,NC Pre-K,21.32
"1 adult, 3 children",1,3,3710,650,NC Pre-K,21.32
2 adults,2,0,3710,0,NC Pre-K,21.32
"2 adults, 1 child",2,1,3710,0,NC Pre-K,21.32
"2 adults, 2 children",2,2,3710,650,NC Pre-K,21.32
"2 adults, 3 children",2,3,3710,650,NC Pre-K,21.32
1 adult,1,0,3720,0,NC Pre-K,21.38
"1 adult, 1 child",1,1,3720,0,NC Pre-K,21.38
"1 adult, 2 children",1,2,3720,0,NC Pre-K,21.38
"1 adult, 3 children",1,3,3720,650,NC Pre-K,21.38
2 adults,2,0,3720,0,NC Pre-K,21.38
"2 adults, 1 child",2,1,3720,0,NC Pre-K,21.38
"2 adults, 2 children",2,2,3720,650,NC Pre-K,21.38
"2 adults, 3 children",2,3,3720,650,NC Pre-K,21.38
1 adult,1,0,3730,0,NC Pre-K,21.44
"1 adult, 1 child",1,1,3730,0,NC Pre-K,21.44
"1 adult, 2 children",1,2,3730,0,NC Pre-K,21.44
"1 adult, 3 children",1,3,3730,650,NC Pre-K,21.44
2 adults,2,0,3730,0,NC Pre-K,21.44
"2 adults, 1 child",2,1,3730,0,NC Pre-K,21.44
"2 adults, 2 children",2,2,3730,650,NC Pre-K,21.44
"2 adults, 3 children",2,3,3730,650,NC Pre-K,21.44
1 adult,1,0,3740,0,NC Pre-K,21.49
"1 adult, 1 child",1,1,3740,0,NC Pre-K,21.49
"1 adult, 2 children",1,2,3740,0,NC Pre-K,21.49
"1 adult, 3 children",1,3,3740,650,NC Pre-K,21.49
2 adults,2,0,3740,0,NC Pre-K,21.49
"2 adults, 1 child",2,1,3740,0,NC Pre-K,21.49
"2 adults, 2 children",2,2,3740,650,NC Pre-K,21.49
"2 adults, 3 children",2,3,3740,650,NC Pre-K,21.49
1 adult,1,0,3750,0,NC Pre-K,21.55
"1 adult, 1 child",1,1,3750,0,NC Pre-K,21.55
"1 adult, 2 children",1,2,3750,0,NC Pre-K,21.55
"1 adult, 3 children",1,3,3750,650,NC Pre-K,21.55
2 adults,2,0,3750,0,NC Pre-K,21.55
"2 adults, 1 child",2,1,3750,0,NC Pre-K,21.55
"2 adults, 2 children",2,2,3750,650,NC Pre-K,21.55
"2 adults, 3 children",2,3,3750,650,NC Pre-K,21.55
1 adult,1,0,3760,0,NC Pre-K,21.61
"1 adult, 1 child",1,1,3760,0,NC Pre-K,21.61
"1 adult, 2 children",1,2,3760,0,NC Pre-K,21.61
"1 adult, 3 children",1,3,3760,650,NC Pre-K,21.61
2 adults,2,0,3760,0,NC Pre-K,21.61
"2 adults, 1 child",2,1,3760,0,NC Pre-K,21.61
"2 adults, 2 children",2,2,3760,650,NC Pre-K,21.61
"2 adults, 3 children",2,3,3760,650,NC Pre-K,21.61
1 adult,1,0,3770,0,NC Pre-K,21.67
"1 adult, 1 child",1,1,3770,0,NC Pre-K,21.67
"1 adult, 2 children",1,2,3770,0,NC Pre-K,21.67
"1 adult, 3 children",1,3,3770,650,NC Pre-K,21.67
2 adults,2,0,3770,0,NC Pre-K,21.67
"2 adults, 1 child",2,1,3770,0,NC Pre-K,21.67
"2 adults, 2 children",2,2,3770,650,NC Pre-K,21.67
"2 adults, 3 children",2,3,3770,650,NC Pre-K,21.67
1 adult,1,0,3780,0,NC Pre-K,21.72
"1 adult, 1 child",1,1,3780,0,NC Pre-K,21.72
"1 adult, 2 children",1,2,3780,0,NC Pre-K,21.72
"1 adult, 3 children",1,3,3780,650,NC Pre-K,21.72
2 adults,2,0,3780,0,NC Pre-K,21.72
"2 adults, 1 child",2,1,3780,0,NC Pre-K,21.72
"2 adults, 2 children",2,2,3780,650,NC Pre-K,21.72
"2 adults, 3 children",2,3,3780,650,NC Pre-K,21.72
1 adult,1,0,3790,0,NC Pre-K,21.78
"1 adult, 1 child",1,1,3790,0,NC Pre-K,21.78
"1 adult, 2 children",1,2,3790,0,NC Pre-K,21.78
"1 adult, 3 children",1,3,3790,650,NC Pre-K,21.78
2 adults,2,0,3790,0,NC Pre-K,21.78
"2 adults, 1 child",2,1,3790,0,NC Pre-K,21.78
"2 adults, 2 children",2,2,3790,650,NC Pre-K,21.78
"2 adults, 3 children",2,3,3790,650,NC Pre-K,21.78
1 adult,1,0,3800,0,NC Pre-K,21.84
"1 adult, 1 child",1,1,3800,0,NC Pre-K,21.84
"1 adult, 2 children",1,2,3800,0,NC Pre-K,21.84
"1 adult, 3 children",1,3,3800,650,NC Pre-K,21.84
2 adults,2,0,3800,0,NC Pre-K,21.84
"2 adults, 1 child",2,1,3800,0,NC Pre-K,21.84
"2 adults, 2 children",2,2,3800,650,NC Pre-K,21.84
"2 adults, 3 children",2,3,3800,650,NC Pre-K,21.84
1 adult,1,0,3810,0,NC Pre-K,21.9
"1 adult, 1 child",1,1,3810,0,NC Pre-K,21.9
"1 adult, 2 children",1,2,3810,0,NC Pre-K,21.9
"1 adult, 3 children",1,3,3810,650,NC Pre-K,21.9
2 adults,2,0,3810,0,NC Pre-K,21.9
"2 adults, 1 child",2,1,3810,0,NC Pre-K,21.9
"2 adults, 2 children",2,2,3810,650,NC Pre-K,21.9
"2 adults, 3 children",2,3,3810,650,NC Pre-K,21.9
1 adult,1,0,3820,0,NC Pre-K,21.95
"1 adult, 1 child",1,1,3820,0,NC Pre-K,21.95
"1 adult, 2 children",1,2,3820,0,NC Pre-K,21.95
"1 adult, 3 children",1,3,3820,650,NC Pre-K,21.95
2 adults,2,0,3820,0,NC Pre-K,21.95
"2 adults, 1 child",2,1,3820,0,NC Pre-K,21.95
"2 adults, 2 children",2,2,3820,650,NC Pre-K,21.95
"2 adults, 3 children",2,3,3820,650,NC Pre-K,21.95
1 adult,1,0,3830,0,NC Pre-K,22.01
"1 adult, 1 child",1,1,3830,0,NC Pre-K,22.01
"1 adult, 2 children",1,2,3830,0,NC Pre-K,22.01
"1 adult, 3 children",1,3,3830,650,NC Pre-K,22.01
2 adults,2,0,3830,0,NC Pre-K,22.01
"2 adults, 1 child",2,1,3830,0,NC Pre-K,22.01
"2 adults, 2 children",2,2,3830,650,NC Pre-K,22.01
"2 adults, 3 children",2,3,3830,650,NC Pre-K,22.01
1 adult,1,0,3840,0,NC Pre-K,22.07
"1 adult, 1 child",1,1,3840,0,NC Pre-K,22.07
"1 adult, 2 children",1,2,3840,0,NC Pre-K,22.07
"1 adult, 3 children",1,3,3840,650,NC Pre-K,22.07
2 adults,2,0,3840,0,NC Pre-K,22.07
"2 adults, 1 child",2,1,3840,0,NC Pre-K,22.07
"2 adults, 2 children",2,2,3840,650,NC Pre-K,22.07
"2 adults, 3 children",2,3,3840,650,NC Pre-K,22.07
1 adult,1,0,3850,0,NC Pre-K,22.13
"1 adult, 1 child",1,1,3850,0,NC Pre-K,22.13
"1 adult, 2 children",1,2,3850,0,NC Pre-K,22.13
"1 adult, 3 children",1,3,3850,650,NC Pre-K,22.13
2 adults,2,0,3850,0,NC Pre-K,22.13
"2 adults, 1 child",2,1,3850,0,NC Pre-K,22.13
"2 adults, 2 children",2,2,3850,650,NC Pre-K,22.13
"2 adults, 3 children",2,3,3850,650,NC Pre-K,22.13
1 adult,1,0,3860,0,NC Pre-K,22.18
"1 adult, 1 child",1,1,3860,0,NC Pre-K,22.18
"1 adult, 2 children",1,2,3860,0,NC Pre-K,22.18
"1 adult, 3 children",1,3,3860,650,NC Pre-K,22.18
2 adults,2,0,3860,0,NC Pre-K,22.18
"2 adults, 1 child",2,1,3860,0,NC Pre-K,22.18
"2 adults, 2 children",2,2,3860,650,NC Pre-K,22.18
"2 adults, 3 children",2,3,3860,650,NC Pre-K,22.18
1 adult,1,0,3870,0,NC Pre-K,22.24
"1 adult, 1 child",1,1,3870,0,NC Pre-K,22.24
"1 adult, 2 children",1,2,3870,0,NC Pre-K,22.24
"1 adult, 3 children",1,3,3870,650,NC Pre-K,22.24
2 adults,2,0,3870,0,NC Pre-K,22.24
"2 adults, 1 child",2,1,3870,0,NC Pre-K,22.24
"2 adults, 2 children",2,2,3870,650,NC Pre-K,22.24
"2 adults, 3 children",2,3,3870,650,NC Pre-K,22.24
1 adult,1,0,3880,0,NC Pre-K,22.3
"1 adult, 1 child",1,1,3880,0,NC Pre-K,22.3
"1 adult, 2 children",1,2,3880,0,NC Pre-K,22.3
"1 adult, 3 children",1,3,3880,650,NC Pre-K,22.3
2 adults,2,0,3880,0,NC Pre-K,22.3
"2 adults, 1 child",2,1,3880,0,NC Pre-K,22.3
"2 adults, 2 children",2,2,3880,650,NC Pre-K,22.3
"2 adults, 3 children",2,3,3880,650,NC Pre-K,22.3
1 adult,1,0,3890,0,NC Pre-K,22.36
"1 adult, 1 child",1,1,3890,0,NC Pre-K,22.36
"1 adult, 2 children",1,2,3890,0,NC Pre-K,22.36
"1 adult, 3 children",1,3,3890,650,NC Pre-K,22.36
2 adults,2,0,3890,0,NC Pre-K,22.36
"2 adults, 1 child",2,1,3890,0,NC Pre-K,22.36
"2 adults, 2 children",2,2,3890,650,NC Pre-K,22.36
"2 adults, 3 children",2,3,3890,650,NC Pre-K,22.36
1 adult,1,0,3900,0,NC Pre-K,22.41
"1 adult, 1 child",1,1,3900,0,NC Pre-K,22.41
"1 adult, 2 children",1,2,3900,0,NC Pre-K,22.41
"1 adult, 3 children",1,3,3900,650,NC Pre-K,22.41
2 adults,2,0,3900,0,NC Pre-K,22.41
"2 adults, 1 child",2,1,3900,0,NC Pre-K,22.41
"2 adults, 2 children",2,2,3900,650,NC Pre-K,22.41
"2 adults, 3 children",2,3,3900,650,NC Pre-K,22.41
1 adult,1,0,3910,0,NC Pre-K,22.47
"1 adult, 1 child",1,1,3910,0,NC Pre-K,22.47
"1 adult, 2 children",1,2,3910,0,NC Pre-K,22.47
"1 adult, 3 children",1,3,3910,650,NC Pre-K,22.47
2 adults,2,0,3910,0,NC Pre-K,22.47
"2 adults, 1 child",2,1,3910,0,NC Pre-K,22.47
"2 adults, 2 children",2,2,3910,650,NC Pre-K,22.47
