composition,monthly_income,benefit,payment,hourly_wage
"2 adults, 1 child",2030,After-tax income,2161.34,11.67
"2 adults, 1 child",2030,"SNAP, TANF, WIC, Housing",2496.5,11.67
"2 adults, 1 child",2030,"Child Care, SNAP, TANF, WIC, Housing",3043.5,11.67
"2 adults, 1 child",2040,After-tax income,2168.43,11.72
"2 adults, 1 child",2040,"SNAP, TANF, WIC, Housing",2501.19,11.72
"2 adults, 1 child",2040,"Child Care, SNAP, TANF, WIC, Housing",3047.19,11.72
"2 adults, 1 child",2050,After-tax income,2175.51,11.78
"2 adults, 1 child",2050,"SNAP, TANF, WIC, Housing",2505.87,11.78
"2 adults, 1 child",2050,"Child Care, SNAP, TANF, WIC, Housing",3050.87,11.78
"2 adults, 1 child",2060,After-tax income,2182.6,11.84
"2 adults, 1 child",2060,"SNAP, TANF, WIC, Housing",2510.56,11.84
"2 adults, 1 child",2060,"Child Care, SNAP, TANF, WIC, Housing",3054.56,11.84
"2 adults, 1 child",2070,After-tax income,2189.69,11.9
"2 adults, 1 child",2070,"SNAP, TANF, WIC, Housing",2515.25,11.9
"2 adults, 1 child",2070,"Child Care, SNAP, TANF, WIC, Housing",3058.25,11.9
"2 adults, 1 child",2080,After-tax income,2196.77,11.95
"2 adults, 1 child",2080,"SNAP, TANF, WIC, Housing",2519.93,11.95
"2 adults, 1 child",2080,"Child Care, SNAP, TANF, WIC, Housing",3061.93,11.95
"2 adults, 1 child",2090,After-tax income,2203.86,12.01
"2 adults, 1 child",2090,"SNAP, TANF, WIC, Housing",2524.62,12.01
"2 adults, 1 child",2090,"Child Care, SNAP, TANF, WIC, Housing",3065.62,12.01
"2 adults, 1 child",2100,After-tax income,2210.95,12.07
"2 adults, 1 child",2100,"SNAP, TANF, WIC, Housing",2529.31,12.07
"2 adults, 1 child",2100,"Child Care, SNAP, TANF, WIC, Housing",3069.31,12.07
"2 adults, 1 child",2110,After-tax income,2218.03,12.13
"2 adults, 1 child",2110,"SNAP, TANF, WIC, Housing",2533.99,12.13
"2 adults, 1 child",2110,"Child Care, SNAP, TANF, WIC, Housing",3072.99,12.13
"2 adults, 1 child",2120,After-tax income,2225.12,12.18
"2 adults, 1 child",2120,"SNAP, TANF, WIC, Housing",2538.68,12.18
"2 adults, 1 child",2120,"Child Care, SNAP, TANF, WIC, Housing",3076.68,12.18
"2 adults, 1 child",2130,After-tax income,2232.21,12.24
"2 adults, 1 child",2130,"SNAP, TANF, WIC, Housing",2543.37,12.24
"2 adults, 1 child",2130,"Child Care, SNAP, TANF, WIC, Housing",3080.37,12.24
"2 adults, 1 child",2140,After-tax income,2239.3,12.3
"2 adults, 1 child",2140,"SNAP, TANF, WIC, Housing",2548.06,12.3
"2 adults, 1 child",2140,"Child Care, SNAP, TANF, WIC, Housing",3084.06,12.3
"2 adults, 1 child",2150,After-tax income,2246.38,12.36
"2 adults, 1 child",2150,"SNAP, TANF, WIC, Housing",2552.74,12.36
"2 adults, 1 child",2150,"Child Care, SNAP, TANF, WIC, Housing",3087.74,12.36
"2 adults, 1 child",2160,After-tax income,2253.47,12.41
"2 adults, 1 child",2160,"SNAP, TANF, WIC, Housing",2557.43,12.41
"2 adults, 1 child",2160,"Child Care, SNAP, TANF, WIC, Housing",3091.43,12.41
"2 adults, 1 child",2170,After-tax income,2260.56,12.47
"2 adults, 1 child",2170,"SNAP, TANF, WIC, Housing",2562.12,12.47
"2 adults, 1 child",2170,"Child Care, SNAP, TANF, WIC, Housing",3095.12,12.47
"2 adults, 1 child",2180,After-tax income,2267.64,12.53
"2 adults, 1 child",2180,"SNAP, TANF, WIC, Housing",2566.8,12.53
"2 adults, 1 child",2180,"Child Care, SNAP, TANF, WIC, Housing",3098.8,12.53
"2 adults, 1 child",2190,After-tax income,2274.73,12.59
"2 adults, 1 child",2190,"SNAP, TANF, WIC, Housing",2571.49,12.59
"2 adults, 1 child",2190,"Child Care, SNAP, TANF, WIC, Housing",3102.49,12.59
"2 adults, 1 child",2200,After-tax income,2281.82,12.64
"2 adults, 1 child",2200,"SNAP, TANF, WIC, Housing",2576.18,12.64
"2 adults, 1 child",2200,"Child Care, SNAP, TANF, WIC, Housing",3106.18,12.64
"2 adults, 1 child",2210,After-tax income,2288.9,12.7
"2 adults, 1 child",2210,"SNAP, TANF, WIC, Housing",2580.86,12.7
"2 adults, 1 child",2210,"Child Care, SNAP, TANF, WIC, Housing",3109.86,12.7
"2 adults, 1 child",2220,After-tax income,2295.99,12.76
"2 adults, 1 child",2220,"SNAP, TANF, WIC, Housing",2585.55,12.76
"2 adults, 1 child",2220,"Child Care, SNAP, TANF, WIC, Housing",3113.55,12.76
"2 adults, 1 child",2230,After-tax income,2303.08,12.82
"2 adults, 1 child",2230,"SNAP, TANF, WIC, Housing",2590.24,12.82
"2 adults, 1 child",2230,"Child Care, SNAP, TANF, WIC, Housing",3117.24,12.82
"2 adults, 1 child",2240,After-tax income,2310.17,12.87
"2 adults, 1 child",2240,"SNAP, TANF, WIC, Housing",2594.93,12.87
"2 adults, 1 child",2240,"Child Care, SNAP, TANF, WIC, Housing",3120.93,12.87
"2 adults, 1 child",2250,After-tax income,2317.25,12.93
"2 adults, 1 child",2250,"SNAP, TANF, WIC, Housing",2599.61,12.93
"2 adults, 1 child",2250,"Child Care, SNAP, TANF, WIC, Housing",3124.61,12.93
"2 adults, 1 child",2260,After-tax income,2324.34,12.99
"2 adults, 1 child",2260,"SNAP, TANF, WIC, Housing",2604.3,12.99
"2 adults, 1 child",2260,"Child Care, SNAP, TANF, WIC, Housing",3128.3,12.99
"2 adults, 1 child",2270,After-tax income,2331.43,13.05
"2 adults, 1 child",2270,"SNAP, TANF, WIC, Housing",2608.99,13.05
"2 adults, 1 child",2270,"Child Care, SNAP, TANF, WIC, Housing",3131.99,13.05
"2 adults, 1 child",2280,After-tax income,2338.51,13.1
"2 adults, 1 child",2280,"SNAP, TANF, WIC, Housing",2613.67,13.1
"2 adults, 1 child",2280,"Child Care, SNAP, TANF, WIC, Housing",3135.67,13.1
"2 adults, 1 child",2290,After-tax income,2345.6,13.16
"2 adults, 1 child",2290,"SNAP, TANF, WIC, Housing",2618.36,13.16
"2 adults, 1 child",2290,"Child Care, SNAP, TANF, WIC, Housing",3139.36,13.16
"2 adults, 1 child",2300,After-tax income,2352.69,13.22
"2 adults, 1 child",2300,"SNAP, TANF, WIC, Housing",2623.05,13.22
"2 adults, 1 child",2300,"Child Care, SNAP, TANF, WIC, Housing",3143.05,13.22
"2 adults, 1 child",2310,After-tax income,2359.77,13.28
"2 adults, 1 child",2310,"SNAP, TANF, WIC, Housing",2627.43,13.28
"2 adults, 1 child",2310,"Child Care, SNAP, TANF, WIC, Housing",3146.43,13.28
"2 adults, 1 child",2320,After-tax income,2366.86,13.33
"2 adults, 1 child",2320,"SNAP, TANF, WIC, Housing",2451.42,13.33
"2 adults, 1 child",2320,"Child Care, SNAP, TANF, WIC, Housing",2969.42,13.33
"2 adults, 1 child",2330,After-tax income,2373.95,13.39
"2 adults, 1 child",2330,"SNAP, TANF, WIC, Housing",2458.51,13.39
"2 adults, 1 child",2330,"Child Care, SNAP, TANF, WIC, Housing",2975.51,13.39
"2 adults, 1 child",2340,After-tax income,2381.04,13.45
"2 adults, 1 child",2340,"SNAP, TANF, WIC, Housing",2465.6,13.45
"2 adults, 1 child",2340,"Child Care, SNAP, TANF, WIC, Housing",2981.6,13.45
"2 adults, 1 child",2350,After-tax income,2388.12,13.51
"2 adults, 1 child",2350,"SNAP, TANF, WIC, Housing",2472.68,13.51
"2 adults, 1 child",2350,"Child Care, SNAP, TANF, WIC, Housing",2987.68,13.51
"2 adults, 1 child",2360,After-tax income,2395.21,13.56
"2 adults, 1 child",2360,"SNAP, TANF, WIC, Housing",2479.77,13.56
"2 adults, 1 child",2360,"Child Care, SNAP, TANF, WIC, Housing",2993.77,13.56
"2 adults, 1 child",2370,After-tax income,2402.3,13.62
"2 adults, 1 child",2370,"SNAP, TANF, WIC, Housing",2486.86,13.62
"2 adults, 1 child",2370,"Child Care, SNAP, TANF, WIC, Housing",2999.86,13.62
"2 adults, 1 child",2380,After-tax income,2409.38,13.68
"2 adults, 1 child",2380,"SNAP, TANF, WIC, Housing",2493.94,13.68
"2 adults, 1 child",2380,"Child Care, SNAP, TANF, WIC, Housing",3005.94,13.68
"2 adults, 1 child",2390,After-tax income,2416.47,13.74
"2 adults, 1 child",2390,"SNAP, TANF, WIC, Housing",2501.03,13.74
"2 adults, 1 child",2390,"Child Care, SNAP, TANF, WIC, Housing",3012.03,13.74
"2 adults, 1 child",2400,After-tax income,2423.56,13.79
"2 adults, 1 child",2400,"SNAP, TANF, WIC, Housing",2508.12,13.79
"2 adults, 1 child",2400,"Child Care, SNAP, TANF, WIC, Housing",3018.12,13.79
"2 adults, 1 child",2410,After-tax income,2430.64,13.85
"2 adults, 1 child",2410,"SNAP, TANF, WIC, Housing",2515.2,13.85
"2 adults, 1 child",2410,"Child Care, SNAP, TANF, WIC, Housing",3024.2,13.85
"2 adults, 1 child",2420,After-tax income,2437.4,13.91
"2 adults, 1 child",2420,"SNAP, TANF, WIC, Housing",2521.96,13.91
"2 adults, 1 child",2420,"Child Care, SNAP, TANF, WIC, Housing",3029.96,13.91
"2 adults, 1 child",2430,After-tax income,2443.49,13.97
"2 adults, 1 child",2430,"SNAP, TANF, WIC, Housing",2528.05,13.97
"2 adults, 1 child",2430,"Child Care, SNAP, TANF, WIC, Housing",3035.05,13.97
"2 adults, 1 child",2440,After-tax income,2449.57,14.02
"2 adults, 1 child",2440,"SNAP, TANF, WIC, Housing",2534.13,14.02
"2 adults, 1 child",2440,"Child Care, SNAP, TANF, WIC, Housing",3040.13,14.02
"2 adults, 1 child",2450,After-tax income,2455.66,14.08
"2 adults, 1 child",2450,"SNAP, TANF, WIC, Housing",2540.22,14.08
"2 adults, 1 child",2450,"Child Care, SNAP, TANF, WIC, Housing",3045.22,14.08
"2 adults, 1 child",2460,After-tax income,2461.75,14.14
"2 adults, 1 child",2460,"SNAP, TANF, WIC, Housing",2546.31,14.14
"2 adults, 1 child",2460,"Child Care, SNAP, TANF, WIC, Housing",3050.31,14.14
"2 adults, 1 child",2470,After-tax income,2467.83,14.2
"2 adults, 1 child",2470,"SNAP, TANF, WIC, Housing",2552.39,14.2
"2 adults, 1 child",2470,"Child Care, SNAP, TANF, WIC, Housing",3055.39,14.2
"2 adults, 1 child",2480,After-tax income,2473.92,14.25
"2 adults, 1 child",2480,"SNAP, TANF, WIC, Housing",2558.48,14.25
"2 adults, 1 child",2480,"Child Care, SNAP, TANF, WIC, Housing",3060.48,14.25
"2 adults, 1 child",2490,After-tax income,2480.01,14.31
"2 adults, 1 child",2490,"SNAP, TANF, WIC, Housing",2564.57,14.31
"2 adults, 1 child",2490,"Child Care, SNAP, TANF, WIC, Housing",3065.57,14.31
"2 adults, 1 child",2500,After-tax income,2486.09,14.37
"2 adults, 1 child",2500,"SNAP, TANF, WIC, Housing",2570.65,14.37
"2 adults, 1 child",2500,"Child Care, SNAP, TANF, WIC, Housing",3070.65,14.37
"2 adults, 1 child",2510,After-tax income,2492.18,14.43
"2 adults, 1 child",2510,"SNAP, TANF, WIC, Housing",2576.74,14.43
"2 adults, 1 child",2510,"Child Care, SNAP, TANF, WIC, Housing",3075.74,14.43
"2 adults, 1 child",2520,After-tax income,2498.27,14.48
"2 adults, 1 child",2520,"SNAP, TANF, WIC, Housing",2582.83,14.48
"2 adults, 1 child",2520,"Child Care, SNAP, TANF, WIC, Housing",3080.83,14.48
"2 adults, 1 child",2530,After-tax income,2504.36,14.54
"2 adults, 1 child",2530,"SNAP, TANF, WIC, Housing",2588.92,14.54
"2 adults, 1 child",2530,"Child Care, SNAP, TANF, WIC, Housing",3085.92,14.54
"2 adults, 1 child",2540,After-tax income,2510.44,14.6
"2 adults, 1 child",2540,"SNAP, TANF, WIC, Housing",2595,14.6
"2 adults, 1 child",2540,"Child Care, SNAP, TANF, WIC, Housing",3091,14.6
"2 adults, 1 child",2550,After-tax income,2516.53,14.66
"2 adults, 1 child",2550,"SNAP, TANF, WIC, Housing",2601.09,14.66
"2 adults, 1 child",2550,"Child Care, SNAP, TANF, WIC, Housing",3096.09,14.66
"2 adults, 1 child",2560,After-tax income,2522.62,14.71
"2 adults, 1 child",2560,"SNAP, TANF, WIC, Housing",2607.18,14.71
"2 adults, 1 child",2560,"Child Care, SNAP, TANF, WIC, Housing",3101.18,14.71
"2 adults, 1 child",2570,After-tax income,2528.7,14.77
"2 adults, 1 child",2570,"SNAP, TANF, WIC, Housing",2613.26,14.77
"2 adults, 1 child",2570,"Child Care, SNAP, TANF, WIC, Housing",3106.26,14.77
"2 adults, 1 child",2580,After-tax income,2534.79,14.83
"2 adults, 1 child",2580,"SNAP, TANF, WIC, Housing",2619.35,14.83
"2 adults, 1 child",2580,"Child Care, SNAP, TANF, WIC, Housing",3111.35,14.83
"2 adults, 1 child",2590,After-tax income,2540.88,14.89
"2 adults, 1 child",2590,"SNAP, TANF, WIC, Housing",2625.44,14.89
"2 adults, 1 child",2590,"Child Care, SNAP, TANF, WIC, Housing",3116.44,14.89
"2 adults, 1 child",2600,After-tax income,2546.96,14.94
"2 adults, 1 child",2600,"SNAP, TANF, WIC, Housing",2631.52,14.94
"2 adults, 1 child",2600,"Child Care, SNAP, TANF, WIC, Housing",3121.52,14.94
"2 adults, 1 child",2610,After-tax income,2553.05,15
"2 adults, 1 child",2610,"SNAP, TANF, WIC, Housing",2637.61,15
"2 adults, 1 child",2610,"Child Care, SNAP, TANF, WIC, Housing",3126.61,15
"2 adults, 1 child",2620,After-tax income,2559.14,15.06
"2 adults, 1 child",2620,"SNAP, TANF, WIC, Housing",2643.7,15.06
"2 adults, 1 child",2620,"Child Care, SNAP, TANF, WIC, Housing",3131.7,15.06
"2 adults, 1 child",2630,After-tax income,2565.22,15.11
"2 adults, 1 child",2630,"SNAP, TANF, WIC, Housing",2649.78,15.11
"2 adults, 1 child",2630,"Child Care, SNAP, TANF, WIC, Housing",3136.78,15.11
"2 adults, 1 child",2640,After-tax income,2571.31,15.17
"2 adults, 1 child",2640,"SNAP, TANF, WIC, Housing",2655.87,15.17
"2 adults, 1 child",2640,"Child Care, SNAP, TANF, WIC, Housing",3141.87,15.17
"2 adults, 1 child",2650,After-tax income,2577.4,15.23
"2 adults, 1 child",2650,"SNAP, TANF, WIC, Housing",2661.96,15.23
"2 adults, 1 child",2650,"Child Care, SNAP, TANF, WIC, Housing",3146.96,15.23
"2 adults, 1 child",2660,After-tax income,2583.49,15.29
"2 adults, 1 child",2660,"SNAP, TANF, WIC, Housing",2668.05,15.29
"2 adults, 1 child",2660,"Child Care, SNAP, TANF, WIC, Housing",3152.05,15.29
"2 adults, 1 child",2670,After-tax income,2589.57,15.34
"2 adults, 1 child",2670,"SNAP, TANF, WIC, Housing",2674.13,15.34
"2 adults, 1 child",2670,"Child Care, SNAP, TANF, WIC, Housing",3157.13,15.34
"2 adults, 1 child",2680,After-tax income,2595.66,15.4
"2 adults, 1 child",2680,"SNAP, TANF, WIC, Housing",2680.22,15.4
"2 adults, 1 child",2680,"Child Care, SNAP, TANF, WIC, Housing",3162.22,15.4
"2 adults, 1 child",2690,After-tax income,2601.75,15.46
"2 adults, 1 child",2690,"SNAP, TANF, WIC, Housing",2686.31,15.46
"2 adults, 1 child",2690,"Child Care, SNAP, TANF, WIC, Housing",3167.31,15.46
"2 adults, 1 child",2700,After-tax income,2607.83,15.52
"2 adults, 1 child",2700,"SNAP, TANF, WIC, Housing",2692.39,15.52
"2 adults, 1 child",2700,"Child Care, SNAP, TANF, WIC, Housing",3172.39,15.52
"2 adults, 1 child",2710,After-tax income,2613.92,15.57
"2 adults, 1 child",2710,"SNAP, TANF, WIC, Housing",2698.48,15.57
"2 adults, 1 child",2710,"Child Care, SNAP, TANF, WIC, Housing",3177.48,15.57
"2 adults, 1 child",2720,After-tax income,2620.01,15.63
"2 adults, 1 child",2720,"SNAP, TANF, WIC, Housing",2704.57,15.63
"2 adults, 1 child",2720,"Child Care, SNAP, TANF, WIC, Housing",3182.57,15.63
"2 adults, 1 child",2730,After-tax income,2626.09,15.69
"2 adults, 1 child",2730,"SNAP, TANF, WIC, Housing",2710.65,15.69
"2 adults, 1 child",2730,"Child Care, SNAP, TANF, WIC, Housing",3187.65,15.69
"2 adults, 1 child",2740,After-tax income,2632.18,15.75
"2 adults, 1 child",2740,"SNAP, TANF, WIC, Housing",2716.74,15.75
"2 adults, 1 child",2740,"Child Care, SNAP, TANF, WIC, Housing",3192.74,15.75
"2 adults, 1 child",2750,After-tax income,2638.27,15.8
"2 adults, 1 child",2750,"SNAP, TANF, WIC, Housing",2722.83,15.8
"2 adults, 1 child",2750,"Child Care, SNAP, TANF, WIC, Housing",3197.83,15.8
"2 adults, 1 child",2760,After-tax income,2644.36,15.86
"2 adults, 1 child",2760,"SNAP, TANF, WIC, Housing",2728.92,15.86
"2 adults, 1 child",2760,"Child Care, SNAP, TANF, WIC, Housing",3202.92,15.86
"2 adults, 1 child",2770,After-tax income,2650.44,15.92
"2 adults, 1 child",2770,"SNAP, TANF, WIC, Housing",2735,15.92
"2 adults, 1 child",2770,"Child Care, SNAP, TANF, WIC, Housing",3208,15.92
"2 adults, 1 child",2780,After-tax income,2656.53,15.98
"2 adults, 1 child",2780,"SNAP, TANF, WIC, Housing",2741.09,15.98
"2 adults, 1 child",2780,"Child Care, SNAP, TANF, WIC, Housing",3213.09,15.98
"2 adults, 1 child",2790,After-tax income,2662.62,16.03
"2 adults, 1 child",2790,"SNAP, TANF, WIC, Housing",2747.18,16.03
"2 adults, 1 child",2790,"Child Care, SNAP, TANF, WIC, Housing",3218.18,16.03
"2 adults, 1 child",2800,After-tax income,2668.7,16.09
"2 adults, 1 child",2800,"SNAP, TANF, WIC, Housing",2753.26,16.09
"2 adults, 1 child",2800,"Child Care, SNAP, TANF, WIC, Housing",3223.26,16.09
"2 adults, 1 child",2810,After-tax income,2674.79,16.15
"2 adults, 1 child",2810,"SNAP, TANF, WIC, Housing",2759.35,16.15
"2 adults, 1 child",2810,"Child Care, SNAP, TANF, WIC, Housing",3228.35,16.15
"2 adults, 1 child",2820,After-tax income,2680.88,16.21
"2 adults, 1 child",2820,"SNAP, TANF, WIC, Housing",2765.44,16.21
"2 adults, 1 child",2820,"Child Care, SNAP, TANF, WIC, Housing",3233.44,16.21
"2 adults, 1 child",2830,After-tax income,2686.97,16.26
"2 adults, 1 child",2830,"SNAP, TANF, WIC, Housing",2771.53,16.26
"2 adults, 1 child",2830,"Child Care, SNAP, TANF, WIC, Housing",3238.53,16.26
"2 adults, 1 child",2840,After-tax income,2693.05,16.32
"2 adults, 1 child",2840,"SNAP, TANF, WIC, Housing",2777.61,16.32
"2 adults, 1 child",2840,"Child Care, SNAP, TANF, WIC, Housing",3243.61,16.32
"2 adults, 1 child",2850,After-tax income,2699.14,16.38
"2 adults, 1 child",2850,"SNAP, TANF, WIC, Housing",2783.7,16.38
"2 adults, 1 child",2850,"Child Care, SNAP, TANF, WIC, Housing",3248.7,16.38
"2 adults, 1 child",2860,After-tax income,2705.23,16.44
"2 adults, 1 child",2860,"SNAP, TANF, WIC, Housing",2789.79,16.44
"2 adults, 1 child",2860,"Child Care, SNAP, TANF, WIC, Housing",3253.79,16.44
"2 adults, 1 child",2870,After-tax income,2711.31,16.49
"2 adults, 1 child",2870,"SNAP, TANF, WIC, Housing",2795.87,16.49
"2 adults, 1 child",2870,"Child Care, SNAP, TANF, WIC, Housing",3258.87,16.49
"2 adults, 1 child",2880,After-tax income,2717.4,16.55
"2 adults, 1 child",2880,"SNAP, TANF, WIC, Housing",2801.96,16.55
"2 adults, 1 child",2880,"Child Care, SNAP, TANF, WIC, Housing",3263.96,16.55
"2 adults, 1 child",2890,After-tax income,2723.49,16.61
"2 adults, 1 child",2890,"SNAP, TANF, WIC, Housing",2808.05,16.61
"2 adults, 1 child",2890,"Child Care, SNAP, TANF, WIC, Housing",3269.05,16.61
"2 adults, 1 child",2900,After-tax income,2729.57,16.67
"2 adults, 1 child",2900,"SNAP, TANF, WIC, Housing",2814.13,16.67
"2 adults, 1 child",2900,"Child Care, SNAP, TANF, WIC, Housing",3274.13,16.67
"2 adults, 1 child",2910,After-tax income,2735.66,16.72
"2 adults, 1 child",2910,"SNAP, TANF, WIC, Housing",2820.22,16.72
"2 adults, 1 child",2910,"Child Care, SNAP, TANF, WIC, Housing",3279.22,16.72
"2 adults, 1 child",2920,After-tax income,2741.75,16.78
"2 adults, 1 child",2920,"SNAP, TANF, WIC, Housing",2826.31,16.78
"2 adults, 1 child",2920,"Child Care, SNAP, TANF, WIC, Housing",3284.31,16.78
"2 adults, 1 child",2930,After-tax income,2747.83,16.84
"2 adults, 1 child",2930,"SNAP, TANF, WIC, Housing",2832.39,16.84
"2 adults, 1 child",2930,"Child Care, SNAP, TANF, WIC, Housing",3289.39,16.84
"2 adults, 1 child",2940,After-tax income,2753.92,16.9
"2 adults, 1 child",2940,"SNAP, TANF, WIC, Housing",2838.48,16.9
"2 adults, 1 child",2940,"Child Care, SNAP, TANF, WIC, Housing",3294.48,16.9
"2 adults, 1 child",2950,After-tax income,2760.01,16.95
"2 adults, 1 child",2950,"SNAP, TANF, WIC, Housing",2844.57,16.95
"2 adults, 1 child",2950,"Child Care, SNAP, TANF, WIC, Housing",3299.57,16.95
"2 adults, 1 child",2960,After-tax income,2766.1,17.01
"2 adults, 1 child",2960,"SNAP, TANF, WIC, Housing",2850.66,17.01
"2 adults, 1 child",2960,"Child Care, SNAP, TANF, WIC, Housing",3304.66,17.01
"2 adults, 1 child",2970,After-tax income,2772.18,17.07
"2 adults, 1 child",2970,"SNAP, TANF, WIC, Housing",2856.74,17.07
"2 adults, 1 child",2970,"Child Care, SNAP, TANF, WIC, Housing",3309.74,17.07
"2 adults, 1 child",2980,After-tax income,2778.27,17.13
"2 adults, 1 child",2980,"SNAP, TANF, WIC, Housing",2862.83,17.13
"2 adults, 1 child",2980,"Child Care, SNAP, TANF, WIC, Housing",3314.83,17.13
"2 adults, 1 child",2990,After-tax income,2784.36,17.18
"2 adults, 1 child",2990,"SNAP, TANF, WIC, Housing",2868.92,17.18
"2 adults, 1 child",2990,"Child Care, SNAP, TANF, WIC, Housing",3319.92,17.18
"2 adults, 1 child",3000,After-tax income,2790.44,17.24
"2 adults, 1 child",3000,"SNAP, TANF, WIC, Housing",2875,17.24
"2 adults, 1 child",3000,"Child Care, SNAP, TANF, WIC, Housing",3325,17.24
"2 adults, 1 child",3010,After-tax income,2796.53,17.3
"2 adults, 1 child",3010,"SNAP, TANF, WIC, Housing",2881.09,17.3
"2 adults, 1 child",3010,"Child Care, SNAP, TANF, WIC, Housing",3330.09,17.3
"2 adults, 1 child",3020,After-tax income,2802.62,17.36
"2 adults, 1 child",3020,"SNAP, TANF, WIC, Housing",2887.18,17.36
"2 adults, 1 child",3020,"Child Care, SNAP, TANF, WIC, Housing",3335.18,17.36
"2 adults, 1 child",3030,After-tax income,2808.7,17.41
"2 adults, 1 child",3030,"SNAP, TANF, WIC, Housing",2893.26,17.41
"2 adults, 1 child",3030,"Child Care, SNAP, TANF, WIC, Housing",3340.26,17.41
"2 adults, 1 child",3040,After-tax income,2814.79,17.47
"2 adults, 1 child",3040,"SNAP, TANF, WIC, Housing",2899.35,17.47
"2 adults, 1 child",3040,"Child Care, SNAP, TANF, WIC, Housing",3345.35,17.47
"2 adults, 1 child",3050,After-tax income,2820.88,17.53
"2 adults, 1 child",3050,"SNAP, TANF, WIC, Housing",2905.44,17.53
"2 adults, 1 child",3050,"Child Care, SNAP, TANF, WIC, Housing",3350.44,17.53
"2 adults, 1 child",3060,After-tax income,2826.97,17.59
"2 adults, 1 child",3060,"SNAP, TANF, WIC, Housing",2911.53,17.59
"2 adults, 1 child",3060,"Child Care, SNAP, TANF, WIC, Housing",3355.53,17.59
"2 adults, 1 child",3070,After-tax income,2833.05,17.64
"2 adults, 1 child",3070,"SNAP, TANF, WIC, Housing",2917.61,17.64
"2 adults, 1 child",3070,"Child Care, SNAP, TANF, WIC, Housing",3360.61,17.64
"2 adults, 1 child",3080,After-tax income,2839.14,17.7
"2 adults, 1 child",3080,"SNAP, TANF, WIC, Housing",2923.7,17.7
"2 adults, 1 child",3080,"Child Care, SNAP, TANF, WIC, Housing",3365.7,17.7
"2 adults, 1 child",3090,After-tax income,2845.23,17.76
"2 adults, 1 child",3090,"SNAP, TANF, WIC, Housing",2929.79,17.76
