composition,adults,children,monthly_income,payment,benefit
2 adults,2,0,5730,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5730,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5730,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5730,0,NC Medicaid / Health Choice
1 adult,1,0,5740,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5740,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5740,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5740,0,NC Medicaid / Health Choice
2 adults,2,0,5740,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5740,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5740,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5740,0,NC Medicaid / Health Choice
1 adult,1,0,5750,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5750,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5750,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5750,0,NC Medicaid / Health Choice
2 adults,2,0,5750,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5750,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5750,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5750,0,NC Medicaid / Health Choice
1 adult,1,0,5760,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5760,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5760,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5760,0,NC Medicaid / Health Choice
2 adults,2,0,5760,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5760,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5760,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5760,0,NC Medicaid / Health Choice
1 adult,1,0,5770,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5770,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5770,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5770,0,NC Medicaid / Health Choice
2 adults,2,0,5770,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5770,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5770,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5770,0,NC Medicaid / Health Choice
1 adult,1,0,5780,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5780,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5780,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5780,0,NC Medicaid / Health Choice
2 adults,2,0,5780,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5780,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5780,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5780,0,NC Medicaid / Health Choice
1 adult,1,0,5790,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5790,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5790,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5790,0,NC Medicaid / Health Choice
2 adults,2,0,5790,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5790,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5790,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5790,0,NC Medicaid / Health Choice
1 adult,1,0,5800,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5800,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5800,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5800,0,NC Medicaid / Health Choice
2 adults,2,0,5800,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5800,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5800,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5800,0,NC Medicaid / Health Choice
1 adult,1,0,5810,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5810,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5810,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5810,0,NC Medicaid / Health Choice
2 adults,2,0,5810,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5810,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5810,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5810,0,NC Medicaid / Health Choice
1 adult,1,0,5820,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5820,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5820,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5820,0,NC Medicaid / Health Choice
2 adults,2,0,5820,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5820,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5820,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5820,0,NC Medicaid / Health Choice
1 adult,1,0,5830,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5830,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5830,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5830,0,NC Medicaid / Health Choice
2 adults,2,0,5830,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5830,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5830,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5830,0,NC Medicaid / Health Choice
1 adult,1,0,5840,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5840,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5840,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5840,0,NC Medicaid / Health Choice
2 adults,2,0,5840,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5840,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5840,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5840,0,NC Medicaid / Health Choice
1 adult,1,0,5850,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5850,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5850,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5850,0,NC Medicaid / Health Choice
2 adults,2,0,5850,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5850,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5850,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5850,0,NC Medicaid / Health Choice
1 adult,1,0,5860,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5860,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5860,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5860,0,NC Medicaid / Health Choice
2 adults,2,0,5860,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5860,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5860,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5860,0,NC Medicaid / Health Choice
1 adult,1,0,5870,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5870,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5870,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5870,0,NC Medicaid / Health Choice
2 adults,2,0,5870,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5870,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5870,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5870,0,NC Medicaid / Health Choice
1 adult,1,0,5880,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5880,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5880,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5880,0,NC Medicaid / Health Choice
2 adults,2,0,5880,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5880,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5880,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5880,0,NC Medicaid / Health Choice
1 adult,1,0,5890,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5890,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5890,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5890,0,NC Medicaid / Health Choice
2 adults,2,0,5890,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5890,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5890,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5890,0,NC Medicaid / Health Choice
1 adult,1,0,5900,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5900,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5900,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5900,0,NC Medicaid / Health Choice
2 adults,2,0,5900,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5900,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5900,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5900,0,NC Medicaid / Health Choice
1 adult,1,0,5910,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5910,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5910,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5910,0,NC Medicaid / Health Choice
2 adults,2,0,5910,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5910,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5910,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5910,0,NC Medicaid / Health Choice
1 adult,1,0,5920,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5920,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5920,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5920,0,NC Medicaid / Health Choice
2 adults,2,0,5920,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5920,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5920,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5920,0,NC Medicaid / Health Choice
1 adult,1,0,5930,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5930,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5930,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5930,0,NC Medicaid / Health Choice
2 adults,2,0,5930,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5930,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5930,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5930,0,NC Medicaid / Health Choice
1 adult,1,0,5940,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5940,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5940,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5940,0,NC Medicaid / Health Choice
2 adults,2,0,5940,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5940,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5940,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5940,0,NC Medicaid / Health Choice
1 adult,1,0,5950,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5950,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5950,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5950,0,NC Medicaid / Health Choice
2 adults,2,0,5950,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5950,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5950,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5950,0,NC Medicaid / Health Choice
1 adult,1,0,5960,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5960,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5960,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5960,0,NC Medicaid / Health Choice
2 adults,2,0,5960,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5960,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5960,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5960,0,NC Medicaid / Health Choice
1 adult,1,0,5970,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5970,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5970,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5970,0,NC Medicaid / Health Choice
2 adults,2,0,5970,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5970,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5970,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5970,0,NC Medicaid / Health Choice
1 adult,1,0,5980,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5980,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5980,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5980,0,NC Medicaid / Health Choice
2 adults,2,0,5980,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5980,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5980,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5980,0,NC Medicaid / Health Choice
1 adult,1,0,5990,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,5990,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,5990,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,5990,0,NC Medicaid / Health Choice
2 adults,2,0,5990,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,5990,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,5990,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,5990,0,NC Medicaid / Health Choice
1 adult,1,0,6000,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6000,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6000,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6000,0,NC Medicaid / Health Choice
2 adults,2,0,6000,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6000,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6000,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6000,0,NC Medicaid / Health Choice
1 adult,1,0,6010,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6010,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6010,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6010,0,NC Medicaid / Health Choice
2 adults,2,0,6010,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6010,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6010,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6010,0,NC Medicaid / Health Choice
1 adult,1,0,6020,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6020,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6020,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6020,0,NC Medicaid / Health Choice
2 adults,2,0,6020,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6020,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6020,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6020,0,NC Medicaid / Health Choice
1 adult,1,0,6030,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6030,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6030,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6030,0,NC Medicaid / Health Choice
2 adults,2,0,6030,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6030,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6030,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6030,0,NC Medicaid / Health Choice
1 adult,1,0,6040,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6040,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6040,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6040,0,NC Medicaid / Health Choice
2 adults,2,0,6040,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6040,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6040,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6040,0,NC Medicaid / Health Choice
1 adult,1,0,6050,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6050,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6050,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6050,0,NC Medicaid / Health Choice
2 adults,2,0,6050,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6050,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6050,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6050,0,NC Medicaid / Health Choice
1 adult,1,0,6060,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6060,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6060,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6060,0,NC Medicaid / Health Choice
2 adults,2,0,6060,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6060,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6060,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6060,0,NC Medicaid / Health Choice
1 adult,1,0,6070,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6070,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6070,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6070,0,NC Medicaid / Health Choice
2 adults,2,0,6070,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6070,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6070,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6070,0,NC Medicaid / Health Choice
1 adult,1,0,6080,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6080,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6080,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6080,0,NC Medicaid / Health Choice
2 adults,2,0,6080,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6080,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6080,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6080,0,NC Medicaid / Health Choice
1 adult,1,0,6090,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6090,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6090,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6090,0,NC Medicaid / Health Choice
2 adults,2,0,6090,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6090,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6090,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6090,0,NC Medicaid / Health Choice
1 adult,1,0,6100,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6100,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6100,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6100,0,NC Medicaid / Health Choice
2 adults,2,0,6100,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6100,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6100,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6100,0,NC Medicaid / Health Choice
1 adult,1,0,6110,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6110,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6110,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6110,0,NC Medicaid / Health Choice
2 adults,2,0,6110,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6110,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6110,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6110,0,NC Medicaid / Health Choice
1 adult,1,0,6120,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6120,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6120,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6120,0,NC Medicaid / Health Choice
2 adults,2,0,6120,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6120,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6120,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6120,0,NC Medicaid / Health Choice
1 adult,1,0,6130,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6130,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6130,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6130,0,NC Medicaid / Health Choice
2 adults,2,0,6130,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6130,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6130,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6130,0,NC Medicaid / Health Choice
1 adult,1,0,6140,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6140,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6140,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6140,0,NC Medicaid / Health Choice
2 adults,2,0,6140,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6140,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6140,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6140,0,NC Medicaid / Health Choice
1 adult,1,0,6150,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6150,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6150,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6150,0,NC Medicaid / Health Choice
2 adults,2,0,6150,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6150,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6150,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6150,0,NC Medicaid / Health Choice
1 adult,1,0,6160,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6160,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6160,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6160,0,NC Medicaid / Health Choice
2 adults,2,0,6160,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6160,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6160,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6160,0,NC Medicaid / Health Choice
1 adult,1,0,6170,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,6170,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,6170,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,6170,0,NC Medicaid / Health Choice
2 adults,2,0,6170,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,6170,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,6170,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,6170,0,NC Medicaid / Health Choice
1 adult,1,0,6180,0,NC Medicaid / Health Choice
